category,product_description,review_date,review_rating,review_title,review_text,verified_purchase,sentiment,length,similarity,deviation,label
Homecare,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",3/5/2019,5,Extremely good value Persil washing capsules,"Some things in life are enjoyable to buy and some things plainly are not. No matter how pretty the product and how bright and bold the actual washing detergent is, it will always be a grudge purchase. No one likes to have dirty smelly clothes and wash powder / tablets / capsules are a necessity that makes a hole in everyone's weekly grocery budget that could be better spent on something interesting such as cakes or exotic vegetables that you have to look up how to cook. Along with Ariel, Fairy and Bold, Persil is one of the big brands that dominant the market for detergents. It is owned by global consumer products giant Unilever who are experts at branding and marketing. It is refreshing to see these capsules at such reasonable value., they work out 15p each which is an absolute bargain. Even the dodgy imitation ones you find in sub prime supermarkets are more than these, and the great thing about Persil is that you can guarantee that the product is going to be high quality. These capsules come in a rubbery gossamer coated casing containing a different brightly coloured gel like liquids in each of the four compartments. And very funky they look too with purple, green, white and grey swirls of gu. These things wash your clothes nicely too and have a pleasant smell without being too overbearing. I have no idea what happens to the plasticated casing on the outside of the capsule after you put in in the washing machine. Maybe it bio-de-grades, maybe it disappears by magic, this is one of lives great mysteries like the Great Sphinx at Giza, the Bermuda Triangle or the meaning of the Voynich Manuscript.",True,0.9919,310,0.02846739715264284,0.4920634920634921,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",3/5/2019,5,Good buy.,Please wash really well and there is no residue left in the drum. Washing comes out clean and smelling fresh.,True,0.7574,22,0.02606773343317104,0.4920634920634921,Genuine
Homecare,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",2/24/2019,5,Clothes are clean and Smell nice,"Happy with purchasing this product in bulk, cheaper than picking it up from the supermarket. Did not find any residue after the wash.",True,0.5719,26,0.020098222972545546,0.4920634920634921,Genuine
Homecare,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",2/23/2019,5,nice,product as described,True,0.0,3,0.02034845135575165,0.4920634920634921,Fake
Foods,Magnum  Double Raspberry Ice Cream 3 x 88ml,2/24/2019,4,Yum,These were delicious! Only complaint is that they are smaller than normal magnums...,False,0.4199,15,0.00316248751357472,0.16666666666666652,Fake
Homecare,Cif Power & Shine Bathroom Spray 700ml,3/18/2019,1,dissapointment,"I have been cleaning the bathrooms in our home with various liquids for years. I bought a cif power and shine and I'm completely disappointed. Tiles, ceramics, mirrors in streaks ...",False,-0.5256,36,0.004914992525464998,1.0,Fake
Homecare,Cif Power & Shine Kitchen Spray 700ml,3/21/2019,1,Worst ever!!,"Thought I’d try this spray..... I’m sorry to say, it leaves streaks all over the kitchen surfaces. Again and again. I’ve used many Cif products before - all with great results - but this one is terrible!!",False,-0.5162,49,0.019007323521152773,1.5,Fake
Personal Care,Lynx  Africa Anti-perspirant Deodorant Spray for Men 200ml,2/24/2019,5,Stay dry all day and night,"I have tried so many antiperspirants and all have let me down. LYNX is the only brand I can use that keeps me dry all day and night. I used to think that LYNX was just for teenagers and I had tried to move onto more expensive brands aimed at the mid-range male market, but they just didn't work as good as I had hoped. I have returned to LYNX and now I smell good and stay dry.",True,-0.4249,84,0.026735721932864845,0.6315789473684212,Genuine
Homecare,Comfort  Pure Fabric Conditioner 166 Wash 5L,2/24/2019,5,Cheaper elsewhere,"Brilliant product, lasts a long time but can buy it for £5 elsewhere.",False,0.34,15,0.03360490414040314,0.6111111111111107,Fake
Homecare,Comfort  Pure Fabric Conditioner 166 Wash 5L,2/24/2019,5,Best softener about X,Beautiful smell throughout all my washing tip marks,True,0.5994,8,0.013234405684291876,0.6111111111111107,Fake
Personal Care,Lynx  Africa Anti-perspirant Deodorant Spray for Men 200ml,2/24/2019,5,Stay dry all day and night,"I have tried so many antiperspirants and all have let me down. LYNX is the only brand I can use that keeps me dry all day and night. I used to think that LYNX was just for teenagers and I had tried to move onto more expensive brands aimed at the mid-range male market, but they just didn't work as good as I had hoped. I have returned to LYNX and now I smell good and stay dry.",True,-0.4249,84,0.026735721932864845,0.6315789473684212,Genuine
Personal Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/25/2019,5,Soft but strong,"I love this wipes, the wipes are soft but strong. I use it at the late afternoon everyday, this let my face feeling refresh without the make up on. And I don't feel dry after using this wipes, when i am crazy, i don't even need to put the cream on. I am quite happy with the result of this new type of wipes. [This review was collected as part of a promotion.]",False,0.904,86,0.036083774156273236,0.30555555555555536,Fake
Personal Care,Dove  Summer Revived Shimmer Gradual Tan 200ml,2/26/2019,5,Amazing product,"I discovered this amazing product 2 years ago and since then it has become a staple of mine! I love how after usage the skin feels tanned enough, much softer and shimmery as well. Could not recommend it more!",False,0.8616,43,0.02433997956294996,0.5,Fake
Personal Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/25/2019,5,Soft but strong,"I love this wipes, the wipes are soft but strong. I use it at the late afternoon everyday, this let my face feeling refresh without the make up on. And I don't feel dry after using this wipes, when i am crazy, i don't even need to put the cream on. I am quite happy with the result of this new type of wipes. [This review was collected as part of a promotion.]",False,0.904,86,0.036083774156273236,0.30555555555555536,Fake
Personal Care,Sure  Bright Bouquet Anti-perspirant Deodorant Aerosol 250ml,2/25/2019,5,Great,"I bought this for my holidays and i love it, very fresh and smell nice all day long.",False,0.9041,20,0.03328819202939106,0.0,Fake
Personal Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/25/2019,5,Soft but strong,"I love this wipes, the wipes are soft but strong. I use it at the late afternoon everyday, this let my face feeling refresh without the make up on. And I don't feel dry after using this wipes, when i am crazy, i don't even need to put the cream on. I am quite happy with the result of this new type of wipes. [This review was collected as part of a promotion.]",False,0.904,86,0.036083774156273236,0.30555555555555536,Fake
Personal Care,Simple Kind To Skin Soothing Facial Toner 200ml,2/26/2019,5,Great Toner - Even for Sensitive Skin,I have very sensitive skin and I know I can rely on the Simple range to care for my skin. I use this every evening after cleansing and it works brilliantly. Would highly recommend to anyone else with sensitive skin. [This review was collected as part of a promotion.],False,0.8748,55,0.03781974161786849,0.7424242424242422,Fake
Personal Care,Simple Kind To Skin Soothing Facial Toner 200ml,2/26/2019,4,"Feels good, doesn't leave any residue or scent","I didn't get much time to review this product to say if I found it highly effective or not, but I quite liked the way it made my skin feel when I applied it. It was easy to apply and soaked into my skin fast. It wasn't sticky and didn't leave any residue after. [This review was collected as part of a promotion.]",False,0.4488,73,0.03686566764821047,0.2575757575757578,Fake
Personal Care,Simple Kind To Skin Soothing Facial Toner 200ml,2/26/2019,5,Great toner,I am really impressed with this product as I have very dry sensitive skin. I choose the products I use carefully and know I can rely on the simple range. Easy to use and apply and leaves my face feeling fresh and clean. [This review was collected as part of a promotion.],False,0.9061,58,0.0470585623551039,0.7424242424242422,Fake
Personal Care,Simple Kind To Skin Soothing Facial Toner 200ml,2/26/2019,4,"Feels good, doesn't leave any residue or scent","I didn't get much time to review this product to say if I found it highly effective or not, but I quite liked the way it made my skin feel when I applied it. It was easy to apply and soaked into my skin fast. It wasn't sticky and didn't leave any residue after. [This review was collected as part of a promotion.]",False,0.4488,73,0.03686566764821047,0.2575757575757578,Fake
Personal Care,Simple Kind To Skin Soothing Facial Toner 200ml,2/26/2019,5,Great Toner - Even for Sensitive Skin,I have very sensitive skin and I know I can rely on the Simple range to care for my skin. I use this every evening after cleansing and it works brilliantly. Would highly recommend to anyone else with sensitive skin. [This review was collected as part of a promotion.],False,0.8748,55,0.03781974161786849,0.7424242424242422,Fake
Personal Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/26/2019,5,Love it!,"I always love simple wipes, they2019re so easy to use and take all of my makeup off in one wipe. It even manages to take off my waterproof mascara! They leave my skin feeling fresh and clean. I would recommend this to anyone. [This review was collected as part of a promotion.]",False,0.9436,60,0.04006788947907813,0.30555555555555536,Fake
Personal Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/26/2019,5,Amazing,"I rate this product 10-10.I have used so many products in the past few years and I got to say this is my favourite product.It does what it says.I would absolutely will be purchasing micelles cleansing wipes again.i will recommend everyone to once try this product your money will be worth it and you won2019t have any regrets of buying this pack of wipes, your money will be totally worth it.i have already received a feed back from my friends and family when they tried it at the make over event,they absoulutely are going to stick to using this product as this wipes are so soft on the skin and does the job. [This review was collected as part of a promotion.]",False,0.7096,129,0.04526328236833716,0.30555555555555536,Fake
Personal Care,Simple Kind To Skin Cleansing Facial Wipes 25s,2/26/2019,4,Love Simple Products,I have been using these wipes for years. They're great. It is only recently I bought biodegradable ones. I then thought why aren't they ALL biodegradable? Something to think about guys....,False,0.6249,38,0.019793096239723088,0.20000000000000018,Fake
Personal Care,Simple Kind To Skin Soothing Facial Toner 200ml,2/26/2019,5,Great toner,I am really impressed with this product as I have very dry sensitive skin. I choose the products I use carefully and know I can rely on the simple range. Easy to use and apply and leaves my face feeling fresh and clean. [This review was collected as part of a promotion.],False,0.9061,58,0.0470585623551039,0.7424242424242422,Fake
Personal Care,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,2/26/2019,5,Nourishing and Refreshing,I2019ve used the original simple wipes since before I can remember! These ones have more moisture in them and I feel as though it gets your makeup off a lot easier and feels more refreshing than the ordinary ones. [This review was collected as part of a promotion.],False,0.6588,53,0.02268904184948877,0.30555555555555536,Fake
Personal Care,Simple Kind To Skin Cleansing Facial Wipes 25s,2/26/2019,4,Love Simple Products,I have been using these wipes for years. They're great. It is only recently I bought biodegradable ones. I then thought why aren't they ALL biodegradable? Something to think about guys....,False,0.6249,38,0.019793096239723088,0.20000000000000018,Fake
